Sale_ID,Sale_Date,Customer_ID,Bike_Brand,Bike_Model,Bike_Category,Engine_CC,Ex_Showroom_Price,On_Road_Price,Customer_Age,Customer_Gender,Payment_Mode,State,City,Dealer_Name,Sale_Quantity
434,2024-05-14,7453,Honda,CB Unicorn 150,Commuter,150cc,268159,288529,20,Female,Cash,West Bengal,Siliguri,Grover-Sabharwal Motors,3
435,2023-03-28,7231,Suzuki,Access 125,Electric,125cc,214901,237655,46,Female,Cash,Rajasthan,Jaipur,"Chaudhari, Lalla and Subramanian Motors",3
436,2024-01-08,7580,Royal Enfield,Bullet 350,Cruiser,150cc,208510,226773,20,Male,Loan,West Bengal,Siliguri,Choudhury Inc Motors,1
437,2023-08-28,3548,Bajaj,Dominar 250,Commuter,250cc,226770,242057,46,Male,Cash,Uttar Pradesh,Lucknow,Walia-Kamdar Motors,3
438,2024-03-31,6969,Yamaha,Fascino 125,Electric,125cc,287803,311474,22,Male,EMI,West Bengal,Siliguri,Chada-Solanki Motors,2
439,2024-09-06,5344,Honda,Hness CB350,Cruiser,350cc,151807,171184,24,Female,Loan,Maharashtra,Mumbai,Savant-Thaman Motors,2
440,2024-11-26,5763,Royal Enfield,Meteor 350,Cruiser,350cc,266208,277061,44,Female,Cash,Maharashtra,Mumbai,Kumer-Lata Motors,3
441,2023-04-15,8933,Yamaha,FZ-S,Commuter,150cc,119062,137524,49,Male,EMI,Rajasthan,Udaipur,Bedi-Sawhney Motors,1
442,2024-10-17,1302,TVS,RR 310,Sports,150cc,307697,330877,33,Male,Cash,Karnataka,Bangalore,"Ghosh, Wable and Raval Motors",3
443,2024-12-04,1643,Royal Enfield,Meteor 350,Cruiser,350cc,200143,209660,47,Male,EMI,West Bengal,Siliguri,Sangha PLC Motors,3
444,2024-01-23,4763,Hero,Splendor Plus,Commuter,150cc,294028,311885,21,Female,Loan,Uttar Pradesh,Lucknow,Gupta-Kar Motors,2
445,2023-10-13,5662,Hero,Xtreme 160R,Commuter,150cc,155505,171942,33,Female,Cash,Rajasthan,Udaipur,Mann-Sachdev Motors,2
446,2024-10-28,7395,Royal Enfield,Meteor 350,Cruiser,350cc,83751,105504,29,Male,Cash,Rajasthan,Jaipur,Golla-Ahluwalia Motors,2
447,2023-10-15,1421,KTM,RC 390,Sports,400cc+,115127,138339,19,Female,Cash,Tamil Nadu,Chennai,"Sarma, Bora and Bahl Motors",2
448,2024-04-04,6628,Suzuki,Access 125,Electric,125cc,331150,353892,31,Male,Cash,Karnataka,Mysore,"Chokshi, Arya and Shah Motors",1
449,2023-02-11,2536,KTM,Duke 390,Commuter,400cc+,172981,180930,30,Female,Cash,Tamil Nadu,Coimbatore,Varghese Group Motors,3
450,2023-09-21,5463,Hero,HF Deluxe,Commuter,150cc,305739,315121,36,Female,Cash,Tamil Nadu,Chennai,"Issac, Swaminathan and Raj Motors",2
451,2023-05-10,1687,Bajaj,Pulsar 220F,Commuter,150cc,151925,172233,29,Female,EMI,Maharashtra,Nagpur,"Yohannan, Wali and Kamdar Motors",2
452,2023-10-15,2017,KTM,RC 390,Sports,400cc+,133860,153916,27,Male,Cash,West Bengal,Siliguri,Bajwa Inc Motors,1
453,2024-04-12,9236,TVS,RR 310,Sports,150cc,218152,231256,32,Female,Loan,Maharashtra,Mumbai,Handa Group Motors,2
454,2023-04-11,5478,Royal Enfield,Hunter 350,Commuter,350cc,313644,334206,27,Male,EMI,Rajasthan,Udaipur,"Chanda, Verma and Reddy Motors",2
455,2024-09-05,7664,Yamaha,R15 V4,Sports,150cc,293576,314172,46,Female,Cash,Karnataka,Bangalore,"Krishnamurthy, Kashyap and Butala Motors",1
456,2024-08-24,3432,Suzuki,Access 125,Electric,125cc,176290,193046,37,Female,Cash,Karnataka,Bangalore,Sani-Swamy Motors,1
457,2024-07-08,2739,Royal Enfield,Classic 350,Cruiser,350cc,134967,162779,19,Female,Cash,Tamil Nadu,Coimbatore,Dube-Gera Motors,3
458,2024-07-25,1711,Honda,Hness CB350,Cruiser,350cc,211082,225680,42,Female,Cash,Maharashtra,Nagpur,"Barad, Sha and Rout Motors",3
459,2024-04-08,3451,Royal Enfield,Himalayan 411,Adventure,400cc+,326057,335573,18,Female,EMI,Maharashtra,Pune,Mallick-Dhar Motors,3
460,2024-05-29,9136,Yamaha,MT-15,Commuter,150cc,123719,144583,44,Male,Loan,Maharashtra,Mumbai,Gaba LLC Motors,3
461,2024-01-30,2368,Suzuki,V-Strom SX,Adventure,150cc,126492,148624,38,Female,EMI,Gujarat,Surat,Mahal PLC Motors,2
462,2025-01-28,6048,Suzuki,V-Strom SX,Adventure,150cc,241342,248307,20,Female,EMI,Maharashtra,Mumbai,Bakshi-Rana Motors,3
463,2024-02-12,5268,Honda,Hornet 2.0,Commuter,150cc,333341,343946,36,Male,Loan,Karnataka,Bangalore,"Kaur, Bakshi and Chadha Motors",3
464,2023-03-23,8177,Hero,XPulse 200,Adventure,200cc,331270,350628,18,Male,Cash,Delhi,New Delhi,Krishnan-Sahota Motors,2
465,2024-11-02,2500,KTM,Duke 250,Sports,250cc,203330,213720,50,Male,Loan,Delhi,New Delhi,"Mahajan, Shah and Loyal Motors",3
466,2024-07-30,1107,TVS,RR 310,Sports,150cc,254100,261816,19,Female,EMI,Uttar Pradesh,Kanpur,Babu Inc Motors,1
467,2024-07-21,7564,Suzuki,Access 125,Electric,125cc,181587,196377,24,Male,Loan,Tamil Nadu,Coimbatore,"Doctor, Sane and Gill Motors",2
468,2024-05-05,8708,Hero,HF Deluxe,Commuter,150cc,88927,94385,32,Female,Loan,West Bengal,Siliguri,Kunda-Sankaran Motors,3
469,2023-12-23,8741,KTM,Duke 390,Commuter,400cc+,164275,174760,44,Male,Loan,West Bengal,Kolkata,Dugar-Brahmbhatt Motors,2
470,2023-05-05,1215,Royal Enfield,Himalayan 411,Adventure,400cc+,191047,207854,29,Male,Cash,Rajasthan,Udaipur,Magar-Sood Motors,2
471,2023-12-22,6007,KTM,RC 200,Sports,150cc,137912,160330,20,Male,Loan,Delhi,New Delhi,Grewal-Bhakta Motors,3
472,2023-08-26,6459,Hero,Xtreme 160R,Commuter,150cc,146382,174508,23,Male,Loan,Uttar Pradesh,Lucknow,Shroff-Dasgupta Motors,1
473,2024-01-04,2934,Hero,Splendor Plus,Commuter,150cc,123886,134227,43,Male,Cash,Uttar Pradesh,Lucknow,Chakrabarti Inc Motors,2
474,2023-08-17,6500,Honda,Hness CB350,Cruiser,350cc,346066,368928,49,Female,Loan,West Bengal,Siliguri,Ray and Sons Motors,1
475,2023-10-11,3409,TVS,Apache RTR 200,Commuter,200cc,182598,191167,43,Male,EMI,Karnataka,Bangalore,Gour-Bhatti Motors,3
476,2024-04-11,9907,Suzuki,Access 125,Electric,125cc,158883,167373,38,Female,EMI,Uttar Pradesh,Lucknow,Char Ltd Motors,2
477,2024-10-05,4209,Honda,Hornet 2.0,Commuter,150cc,219468,248268,42,Male,Loan,Delhi,New Delhi,Taneja-Ghosh Motors,2
478,2024-02-18,9447,TVS,Apache RTR 160,Commuter,150cc,329476,347949,48,Female,EMI,West Bengal,Kolkata,Kothari-Magar Motors,2
479,2023-12-19,7536,Honda,CB Unicorn 150,Commuter,150cc,90655,97919,18,Female,EMI,West Bengal,Siliguri,Jhaveri PLC Motors,2
480,2023-04-24,7644,KTM,Adventure 390,Adventure,400cc+,145863,167475,18,Male,EMI,Rajasthan,Jaipur,Shan Group Motors,3
481,2023-02-19,5247,TVS,RR 310,Sports,150cc,258159,274057,47,Male,Loan,Gujarat,Surat,"Biswas, Sodhi and Goyal Motors",2
482,2023-10-08,8058,Royal Enfield,Meteor 350,Cruiser,350cc,281026,301191,43,Male,Cash,West Bengal,Siliguri,Warrior LLC Motors,1
483,2023-03-27,7952,Yamaha,R15 V4,Sports,150cc,284469,298988,50,Male,EMI,Tamil Nadu,Coimbatore,Kannan Inc Motors,2
484,2024-07-19,9937,Hero,XPulse 200,Adventure,200cc,301178,330345,20,Female,Cash,West Bengal,Kolkata,"Kant, Devan and Doshi Motors",1
485,2023-04-28,5378,Hero,HF Deluxe,Commuter,150cc,254460,263381,28,Male,Loan,Karnataka,Bangalore,Dhingra-Agate Motors,2
486,2023-11-14,6165,Royal Enfield,Bullet 350,Cruiser,150cc,82229,110758,21,Male,EMI,Karnataka,Bangalore,"Dass, Agrawal and Chowdhury Motors",1
487,2025-01-20,2716,KTM,RC 390,Sports,400cc+,135633,154631,43,Male,Cash,Maharashtra,Mumbai,Sarkar PLC Motors,2
488,2024-01-28,6103,Bajaj,Dominar 400,Cruiser,400cc+,324396,347887,39,Male,Cash,Tamil Nadu,Chennai,Kuruvilla PLC Motors,3
489,2023-03-21,6222,Yamaha,R15 V4,Sports,150cc,327209,356911,45,Male,Cash,Uttar Pradesh,Lucknow,"Krishnamurthy, Deol and Sharaf Motors",3
490,2023-03-30,5616,Royal Enfield,Himalayan 411,Adventure,400cc+,289930,303489,24,Male,Loan,Gujarat,Ahmedabad,Chana-Ravi Motors,1
491,2024-08-29,5083,Suzuki,Gixxer SF 250,Sports,250cc,196003,217224,35,Female,Cash,Karnataka,Mysore,Venkatesh-Kuruvilla Motors,2
492,2024-08-23,6976,Bajaj,Pulsar 200NS,Commuter,200cc,327279,343685,45,Male,Loan,Gujarat,Ahmedabad,"Borra, Varty and Gandhi Motors",1
493,2023-10-28,3232,Suzuki,Gixxer SF 250,Sports,250cc,341034,362897,46,Female,EMI,West Bengal,Kolkata,Dada PLC Motors,2
494,2024-04-28,3065,Suzuki,V-Strom SX,Adventure,150cc,173676,179794,36,Male,Loan,Uttar Pradesh,Kanpur,"Khatri, Bansal and Gandhi Motors",2
495,2023-03-17,9431,Royal Enfield,Classic 350,Cruiser,350cc,220324,231047,34,Male,EMI,Tamil Nadu,Coimbatore,Madan-Thakur Motors,3
496,2024-11-02,9677,Suzuki,V-Strom SX,Adventure,150cc,223890,237682,21,Female,Loan,Delhi,New Delhi,Warrior Ltd Motors,3
497,2023-11-06,7733,Honda,CB Unicorn 150,Commuter,150cc,245831,251646,43,Female,EMI,West Bengal,Siliguri,"Bansal, Mall and Solanki Motors",3
498,2023-03-17,1929,Bajaj,Pulsar 200NS,Commuter,200cc,127476,138008,38,Male,Cash,Delhi,New Delhi,Rastogi Inc Motors,1
499,2025-01-27,2708,Yamaha,FZ-S,Commuter,150cc,95068,103954,25,Female,Cash,West Bengal,Siliguri,Hans-Mani Motors,3
500,2023-04-25,9025,Hero,Xtreme 160R,Commuter,150cc,240818,261088,42,Female,EMI,Uttar Pradesh,Lucknow,Raju-Jayaraman Motors,2
501,2024-09-07,3851,Suzuki,Gixxer SF 250,Sports,250cc,145853,170135,21,Male,EMI,Gujarat,Ahmedabad,"Ravel, Gour and Tata Motors",3
502,2023-09-17,4641,Suzuki,Access 125,Electric,125cc,138654,155077,31,Female,Loan,West Bengal,Kolkata,Shere Ltd Motors,1
503,2023-06-07,3623,Suzuki,Access 125,Electric,125cc,266189,293970,39,Female,Cash,West Bengal,Kolkata,Brahmbhatt Ltd Motors,1
504,2023-05-27,5746,Royal Enfield,Meteor 350,Cruiser,350cc,81529,109093,46,Female,Loan,Gujarat,Surat,Chokshi-Rajagopalan Motors,2
505,2023-11-09,7137,Hero,XPulse 200,Adventure,200cc,253086,261873,44,Female,Loan,Gujarat,Ahmedabad,"Dhingra, Kulkarni and Ram Motors",3
506,2024-02-15,1627,Hero,Splendor Plus,Commuter,150cc,216078,237653,24,Female,Loan,Karnataka,Mysore,"Ganesh, Choudhry and Handa Motors",1
507,2023-03-19,9455,Royal Enfield,Bullet 350,Cruiser,150cc,308909,338867,26,Female,Cash,West Bengal,Kolkata,"Doshi, Chand and Bandi Motors",1
508,2024-04-03,5190,Honda,Hness CB350,Cruiser,350cc,213021,220635,26,Female,EMI,Tamil Nadu,Chennai,Goyal-Datta Motors,3
509,2024-09-16,6161,Yamaha,R15 V4,Sports,150cc,199624,219498,49,Female,EMI,Uttar Pradesh,Lucknow,Gola PLC Motors,1
510,2024-07-15,1040,Yamaha,R15 V4,Sports,150cc,320969,343570,30,Female,Cash,Rajasthan,Jaipur,Goel-Keer Motors,3
511,2023-05-18,6397,Bajaj,Pulsar 200NS,Commuter,200cc,221385,229524,19,Female,EMI,Maharashtra,Pune,Lall-Mangat Motors,2
512,2024-07-08,8381,Royal Enfield,Classic 350,Cruiser,350cc,231615,258601,36,Female,EMI,Uttar Pradesh,Kanpur,"Ramanathan, Seshadri and Bal Motors",3
513,2023-05-07,6433,Royal Enfield,Himalayan 411,Adventure,400cc+,295905,308910,34,Female,Cash,Delhi,New Delhi,Krishnan LLC Motors,3
514,2024-02-06,8972,Royal Enfield,Himalayan 411,Adventure,400cc+,128415,153593,48,Female,Cash,Karnataka,Bangalore,Thakkar-Goel Motors,2
515,2024-09-21,3881,Suzuki,Access 125,Electric,125cc,109437,114760,30,Female,EMI,West Bengal,Siliguri,Grover and Sons Motors,2
516,2023-03-03,5937,Royal Enfield,Bullet 350,Cruiser,150cc,104533,132962,38,Female,Cash,Rajasthan,Udaipur,"Varkey, Balakrishnan and Dass Motors",2
517,2025-01-02,1204,TVS,RR 310,Sports,150cc,114258,119937,44,Female,EMI,Tamil Nadu,Coimbatore,Garg and Sons Motors,2
518,2024-01-09,7361,Yamaha,Fascino 125,Electric,125cc,167888,192055,24,Male,Cash,Delhi,New Delhi,"Grover, Hans and Venkatesh Motors",1
519,2024-12-21,3917,Suzuki,Access 125,Electric,125cc,215553,241234,44,Male,Cash,Rajasthan,Udaipur,Swamy-Saraf Motors,2
520,2024-11-08,5026,TVS,RR 310,Sports,150cc,339284,345470,28,Male,Loan,Karnataka,Bangalore,Char LLC Motors,3
521,2024-09-16,9321,Suzuki,V-Strom SX,Adventure,150cc,93533,118135,33,Male,EMI,Delhi,New Delhi,"Dayal, Deshmukh and Bal Motors",1
522,2025-01-11,5191,Royal Enfield,Himalayan 411,Adventure,400cc+,195178,205677,42,Male,EMI,Rajasthan,Jaipur,Gala-Savant Motors,2
523,2024-09-29,4623,Hero,Xtreme 160R,Commuter,150cc,279061,297708,22,Female,EMI,Karnataka,Bangalore,"Bhatt, Madan and Sood Motors",2
524,2023-06-06,5802,Royal Enfield,Meteor 350,Cruiser,350cc,122592,138128,38,Male,EMI,Uttar Pradesh,Kanpur,Kala PLC Motors,3
525,2024-06-24,5702,Bajaj,Pulsar 150,Commuter,150cc,83937,91405,41,Male,Loan,Delhi,New Delhi,Soni Inc Motors,1
526,2023-10-23,3487,TVS,Apache RTR 160,Commuter,150cc,234817,255103,19,Male,EMI,Gujarat,Surat,"Shukla, Sankaran and Suresh Motors",3
527,2024-07-07,2483,TVS,Apache RTR 200,Commuter,200cc,330448,339856,26,Female,Loan,Uttar Pradesh,Kanpur,"Bera, Ben and Basu Motors",1
528,2023-08-05,7050,Hero,Splendor Plus,Commuter,150cc,119343,124816,33,Female,Cash,Rajasthan,Jaipur,Kala Ltd Motors,2
529,2024-04-03,5485,Hero,Splendor Plus,Commuter,150cc,272825,286765,41,Male,Loan,Tamil Nadu,Coimbatore,"Chad, Bhalla and Yogi Motors",2
530,2023-11-22,6281,Hero,Xtreme 160R,Commuter,150cc,156610,167321,42,Female,Cash,Karnataka,Bangalore,Kumar-Deo Motors,3
531,2024-11-09,1020,Hero,Splendor Plus,Commuter,150cc,233518,254731,48,Female,Loan,West Bengal,Siliguri,"Iyer, Kari and Kannan Motors",3
532,2024-07-21,2825,Yamaha,R15 V4,Sports,150cc,193347,209305,27,Male,EMI,West Bengal,Kolkata,Chandran-Vyas Motors,2
533,2023-07-02,4314,Honda,Hornet 2.0,Commuter,150cc,141045,166306,34,Female,EMI,Delhi,New Delhi,Bandi-Koshy Motors,3
534,2023-04-16,2006,Yamaha,MT-15,Commuter,150cc,312529,326985,36,Male,EMI,Gujarat,Ahmedabad,Tandon-Sachar Motors,3
535,2023-04-03,2658,TVS,Apache RTR 160,Commuter,150cc,98892,117491,31,Male,Cash,West Bengal,Kolkata,Loke Group Motors,1
536,2023-11-27,7467,Bajaj,Pulsar 150,Commuter,150cc,262369,279453,47,Female,Loan,West Bengal,Siliguri,Kapoor Inc Motors,3
537,2023-03-09,8647,Hero,HF Deluxe,Commuter,150cc,151003,158286,37,Female,Loan,Uttar Pradesh,Lucknow,Vyas-Bahl Motors,3
538,2023-10-16,6421,Hero,Splendor Plus,Commuter,150cc,179171,192196,23,Female,Loan,Gujarat,Ahmedabad,"Chatterjee, Sood and Chadha Motors",3
539,2024-07-29,9604,Yamaha,FZ-S,Commuter,150cc,324016,349735,36,Female,EMI,West Bengal,Kolkata,Soman Inc Motors,2
540,2024-10-13,6808,Honda,CBR 250R,Commuter,250cc,226429,242276,33,Male,EMI,Karnataka,Mysore,"Sheth, Varkey and Reddy Motors",3
541,2023-12-20,8319,Suzuki,Gixxer SF 250,Sports,250cc,186526,191653,44,Male,Loan,Uttar Pradesh,Lucknow,Rout and Sons Motors,2
542,2023-02-10,6732,Honda,Hness CB350,Cruiser,350cc,148428,165683,28,Male,EMI,West Bengal,Kolkata,Sathe and Sons Motors,2
543,2024-12-20,5135,TVS,RR 310,Sports,150cc,256917,270877,37,Female,Cash,Maharashtra,Nagpur,Saha LLC Motors,3
544,2023-04-14,3349,KTM,RC 200,Sports,150cc,317995,340654,25,Male,Loan,Uttar Pradesh,Kanpur,Agarwal Ltd Motors,2
545,2024-04-19,7919,Suzuki,V-Strom SX,Adventure,150cc,137014,153041,20,Male,Loan,Karnataka,Bangalore,Boase PLC Motors,1
546,2023-05-23,8631,Yamaha,FZ-S,Commuter,150cc,297166,312382,30,Male,Cash,Gujarat,Ahmedabad,"Balakrishnan, Dara and Khosla Motors",2
547,2023-08-23,6413,Honda,CB Unicorn 150,Commuter,150cc,153494,160135,32,Female,Loan,Delhi,New Delhi,"Goyal, Devan and Shah Motors",2
548,2023-03-25,7303,Hero,HF Deluxe,Commuter,150cc,332215,352858,19,Female,EMI,Karnataka,Bangalore,Keer-Bahl Motors,2
549,2024-07-18,5917,Bajaj,Pulsar 150,Commuter,150cc,85028,106137,49,Female,Cash,Uttar Pradesh,Kanpur,Wagle-Ramakrishnan Motors,2
550,2023-11-25,4219,Royal Enfield,Hunter 350,Commuter,350cc,141832,161346,25,Male,EMI,Karnataka,Mysore,Sathe-Rout Motors,1
551,2024-02-26,8052,Suzuki,Gixxer SF 250,Sports,250cc,96813,105412,19,Male,Loan,West Bengal,Siliguri,"Bera, Chana and Dalal Motors",2
552,2024-08-16,3501,Honda,Hness CB350,Cruiser,350cc,313848,323641,42,Male,Loan,Tamil Nadu,Coimbatore,Vyas PLC Motors,3
553,2024-03-07,1908,KTM,Adventure 390,Adventure,400cc+,95297,109779,32,Male,Loan,Rajasthan,Udaipur,Dhaliwal-Bali Motors,2
554,2023-07-12,6309,TVS,Apache RTR 200,Commuter,200cc,340093,354647,36,Female,Cash,Rajasthan,Udaipur,Das Ltd Motors,1
555,2024-02-03,8107,TVS,Apache RTR 200,Commuter,200cc,110094,127479,40,Male,Cash,Maharashtra,Mumbai,Mannan-Iyer Motors,1
556,2023-08-14,6422,KTM,Adventure 390,Adventure,400cc+,287096,299832,45,Female,Loan,Karnataka,Bangalore,Virk Ltd Motors,1
557,2024-10-23,5189,TVS,RR 310,Sports,150cc,126885,141895,50,Female,EMI,Uttar Pradesh,Kanpur,"Kalla, Kashyap and Kari Motors",3
558,2024-10-10,2052,Honda,Hornet 2.0,Commuter,150cc,170559,192005,39,Female,Cash,Maharashtra,Nagpur,Dasgupta and Sons Motors,2
559,2024-05-25,6076,Yamaha,R15 V4,Sports,150cc,289507,303836,28,Female,Cash,Rajasthan,Jaipur,Thaman and Sons Motors,2
560,2025-01-27,7971,Honda,CBR 250R,Commuter,250cc,174323,182214,44,Male,Loan,Uttar Pradesh,Kanpur,"Dara, Dewan and Dash Motors",3
561,2024-11-15,4808,Hero,XPulse 200,Adventure,200cc,257966,274483,41,Female,Loan,Rajasthan,Jaipur,"Saha, Rau and Tailor Motors",2
562,2023-06-08,9172,KTM,Adventure 390,Adventure,400cc+,212534,237867,22,Male,Loan,Karnataka,Mysore,"Sharma, Dayal and Sinha Motors",2
563,2023-02-25,6334,TVS,Apache RTR 160,Commuter,150cc,135428,141770,43,Male,EMI,Gujarat,Surat,Bera Inc Motors,2
564,2023-02-21,2417,Honda,CBR 250R,Commuter,250cc,331933,352315,22,Female,Cash,Uttar Pradesh,Kanpur,Raja-Gour Motors,3
565,2023-07-29,9788,Hero,XPulse 200,Adventure,200cc,336940,364573,44,Male,Loan,Maharashtra,Mumbai,"Krishna, Zachariah and Chopra Motors",1
566,2025-02-03,8401,Yamaha,FZ-S,Commuter,150cc,99429,122738,28,Female,Loan,Karnataka,Bangalore,"Aggarwal, Chakraborty and Golla Motors",2
567,2024-09-24,5492,Honda,Hness CB350,Cruiser,350cc,336511,351806,47,Female,EMI,Rajasthan,Jaipur,Solanki-Yohannan Motors,3
568,2024-10-18,7713,Bajaj,Dominar 250,Commuter,250cc,290518,306798,42,Female,Loan,West Bengal,Siliguri,Dasgupta-Basak Motors,3
569,2024-01-09,1907,Bajaj,Dominar 400,Cruiser,400cc+,310823,328811,23,Female,Loan,Rajasthan,Udaipur,Sarkar and Sons Motors,2
570,2024-04-17,9884,Royal Enfield,Meteor 350,Cruiser,350cc,185762,192591,45,Male,EMI,West Bengal,Siliguri,"Taneja, Yadav and Mammen Motors",3
571,2024-09-20,1566,Yamaha,R15 V4,Sports,150cc,316083,335855,36,Male,Cash,Rajasthan,Jaipur,Mand-Kala Motors,2
572,2023-05-07,4094,Suzuki,Access 125,Electric,125cc,127540,133311,37,Male,EMI,West Bengal,Siliguri,Amble Group Motors,1
573,2023-11-22,8796,Honda,CB Unicorn 150,Commuter,150cc,203197,221164,26,Female,Cash,Karnataka,Bangalore,Sharma-Aurora Motors,2
574,2023-12-23,1133,Hero,HF Deluxe,Commuter,150cc,328988,353263,29,Female,Cash,Rajasthan,Udaipur,Sastry PLC Motors,3
575,2024-06-26,7954,TVS,RR 310,Sports,150cc,295455,324541,33,Male,Loan,Karnataka,Bangalore,Khanna Ltd Motors,2
576,2024-05-08,1401,Royal Enfield,Meteor 350,Cruiser,350cc,191383,197932,21,Female,Loan,Rajasthan,Jaipur,"Gaba, Balay and Devan Motors",3
577,2023-11-02,2588,Royal Enfield,Bullet 350,Cruiser,150cc,200885,215805,28,Male,Cash,Gujarat,Ahmedabad,Sastry PLC Motors,1
578,2023-08-12,7230,Bajaj,Dominar 250,Commuter,250cc,99585,124147,44,Male,Loan,Maharashtra,Pune,"Warrior, Rajan and Bose Motors",2
579,2024-05-23,5061,Yamaha,Fascino 125,Electric,125cc,329707,358046,50,Male,Loan,Maharashtra,Mumbai,Lanka Inc Motors,1
580,2024-03-15,7904,Hero,XPulse 200,Adventure,200cc,293418,298615,46,Female,EMI,Gujarat,Surat,"Raj, Dhingra and Magar Motors",3
581,2024-10-17,4282,Honda,Hornet 2.0,Commuter,150cc,300813,329640,49,Female,Loan,Maharashtra,Nagpur,Balan Group Motors,2
582,2024-08-16,8422,KTM,Duke 250,Sports,250cc,123345,129526,50,Female,EMI,Rajasthan,Udaipur,"Sethi, Kota and Hayer Motors",3
583,2023-11-07,5729,Suzuki,Gixxer SF 250,Sports,250cc,264272,279627,21,Male,EMI,Maharashtra,Mumbai,Sha and Sons Motors,1
584,2023-05-01,5938,Hero,XPulse 200,Adventure,200cc,288176,312292,23,Male,Cash,Tamil Nadu,Chennai,Vasa-Korpal Motors,2
585,2024-12-25,8232,Suzuki,Access 125,Electric,125cc,156463,164763,35,Female,Cash,Tamil Nadu,Chennai,Ram Group Motors,3
586,2023-10-27,3178,Royal Enfield,Bullet 350,Cruiser,150cc,308506,330289,19,Male,EMI,Uttar Pradesh,Kanpur,Dubey-Upadhyay Motors,1
587,2023-04-09,6648,Royal Enfield,Meteor 350,Cruiser,350cc,261161,276420,46,Female,Loan,Tamil Nadu,Coimbatore,Mallick-Venkatesh Motors,3
588,2023-06-04,4178,Royal Enfield,Himalayan 411,Adventure,400cc+,200091,212792,23,Female,Loan,Uttar Pradesh,Lucknow,Sama Inc Motors,3
589,2023-05-18,6258,Suzuki,Gixxer SF 250,Sports,250cc,216915,225140,27,Female,Cash,Gujarat,Surat,Bhatia Group Motors,3
590,2023-08-13,4651,Yamaha,R15 V4,Sports,150cc,333251,349347,36,Female,EMI,Tamil Nadu,Chennai,Kakar-Bassi Motors,1
591,2024-03-23,8860,TVS,RR 310,Sports,150cc,156480,179480,49,Male,EMI,Karnataka,Mysore,Ravi Ltd Motors,2
592,2023-05-29,9897,Bajaj,Dominar 250,Commuter,250cc,228659,244183,38,Female,EMI,Gujarat,Surat,"Bhat, Chopra and Dixit Motors",1
593,2024-07-27,3756,Royal Enfield,Hunter 350,Commuter,350cc,102706,112403,37,Female,Cash,Delhi,New Delhi,Dua-Varghese Motors,3
594,2023-07-10,2550,Suzuki,V-Strom SX,Adventure,150cc,302626,321566,23,Female,Loan,Karnataka,Mysore,Ratti PLC Motors,2
595,2024-11-08,3372,Honda,CB Unicorn 150,Commuter,150cc,112488,122149,22,Female,Loan,Gujarat,Surat,"Bandi, Sehgal and Choudhary Motors",1
596,2024-12-20,9122,Yamaha,Fascino 125,Electric,125cc,124008,137328,43,Male,Loan,Gujarat,Ahmedabad,"Buch, Hora and Tella Motors",3
597,2023-12-16,6387,Yamaha,Fascino 125,Electric,125cc,161275,179360,48,Male,Loan,Gujarat,Surat,Sawhney-Agarwal Motors,2
598,2023-07-01,7640,KTM,Duke 200,Sports,200cc,173717,180576,40,Female,EMI,Rajasthan,Jaipur,Borra-Sami Motors,1
599,2024-09-14,2411,Bajaj,Dominar 250,Commuter,250cc,288484,300799,46,Female,Loan,Maharashtra,Nagpur,Edwin-Khosla Motors,2
600,2024-12-16,6558,TVS,RR 310,Sports,150cc,138115,160744,49,Male,Cash,West Bengal,Siliguri,Sankar-Magar Motors,1
601,2023-03-12,1376,Suzuki,Access 125,Electric,125cc,342651,358167,40,Male,EMI,Maharashtra,Nagpur,Ranganathan-Dar Motors,1
602,2023-03-21,1630,Suzuki,Access 125,Electric,125cc,117161,124058,24,Male,EMI,Karnataka,Mysore,"Chad, Cherian and Grover Motors",1
603,2023-05-07,9921,TVS,Apache RTR 200,Commuter,200cc,156084,164760,35,Female,Loan,Maharashtra,Nagpur,Manda Group Motors,2
604,2024-11-19,3160,Bajaj,Dominar 250,Commuter,250cc,254785,263152,19,Female,Cash,Karnataka,Bangalore,Devi PLC Motors,3
605,2023-06-10,8143,Hero,Xtreme 160R,Commuter,150cc,192287,202531,19,Male,Loan,Gujarat,Surat,Seshadri LLC Motors,2
606,2024-01-06,6431,Royal Enfield,Himalayan 411,Adventure,400cc+,85527,97549,24,Male,Loan,Tamil Nadu,Coimbatore,"Singhal, Mann and Bora Motors",2
607,2023-11-15,7370,Honda,Hness CB350,Cruiser,350cc,338954,352758,45,Female,Cash,Maharashtra,Nagpur,"Kade, Bhatia and Bansal Motors",3
608,2024-04-25,7945,Bajaj,Dominar 400,Cruiser,400cc+,125245,149088,20,Female,Cash,Gujarat,Surat,Ray-Roy Motors,1
609,2024-10-16,7981,KTM,Duke 125,Commuter,125cc,241629,263248,18,Male,Cash,Tamil Nadu,Chennai,"Mammen, Kota and Singhal Motors",2
610,2025-02-02,5516,Honda,CB Unicorn 150,Commuter,150cc,339983,356872,31,Female,EMI,West Bengal,Siliguri,Chand LLC Motors,2
611,2024-03-11,7657,TVS,RR 310,Sports,150cc,82601,91464,30,Male,Loan,Gujarat,Ahmedabad,"Khare, Grewal and Ramachandran Motors",2
